OID_,DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,SymbologyCode,EstimatedPoints,BEARING,POINT_X,POINT_Y,POINT_Z,DateTimeSim,COUNTSim,ORIG_FID
28,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,16.685109772403280,-112.062771545248424,33.482382826026317,0.000000000000000,3/20/2026 8:45:45,5,3898
29,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,348.917743595162506,-112.059962679543290,33.482566760183580,0.000000000000000,3/20/2026 8:45:45,5,4751
30,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,248.353327438251597,-112.062915829954392,33.481621043015927,0.000000000000000,3/20/2026 8:45:45,5,5082
31,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,64.071294770680709,-112.063529384683335,33.482154614751970,0.000000000000000,3/20/2026 8:45:45,5,5513
32,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,327.709437773069226,-112.061324362918953,33.486194087513262,0.000000000000000,3/20/2026 8:45:45,5,5979
33,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,89.791281454685333,-112.062275236833713,33.481651153176053,0.000000000000000,3/20/2026 8:45:46,6,5
34,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,22.207655015754199,-112.059226081671554,33.482228518923293,0.000000000000000,3/20/2026 8:45:46,6,845
35,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,346.603359404059574,-112.056717297288799,33.483866398185476,0.000000000000000,3/20/2026 8:45:46,6,2338
36,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,217.008562701637715,-112.062732557466759,33.482401409543002,0.000000000000000,3/20/2026 8:45:46,6,3899
37,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,348.917743595162506,-112.059969127650405,33.482603829732426,0.000000000000000,3/20/2026 8:45:46,6,4752
38,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,0.768993871756251,-112.062905411293741,33.481657403428720,0.000000000000000,3/20/2026 8:45:46,6,5083
39,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,57.556651491506962,-112.063487465698941,33.482167859186113,0.000000000000000,3/20/2026 8:45:46,6,5514
40,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,327.709437773069226,-112.061284572043448,33.486176776972222,0.000000000000000,3/20/2026 8:45:46,6,5980
41,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,89.791281454685333,-112.062230348018971,33.481651289539784,0.000000000000000,3/20/2026 8:45:47,7,6
42,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,22.207655015754199,-112.059212789300318,33.482263239731225,0.000000000000000,3/20/2026 8:45:47,7,846
43,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,346.603359404059574,-112.056722947691938,33.483903543599716,0.000000000000000,3/20/2026 8:45:47,7,2339
44,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,60.252701864317714,-112.062694183234441,33.482420826215524,0.000000000000000,3/20/2026 8:45:47,7,3900
45,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,351.745098677157955,-112.059978125176301,33.482640511157776,0.000000000000000,3/20/2026 8:45:47,7,4753
46,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,0.768993871756251,-112.062904807625870,33.481694815025101,0.000000000000000,3/20/2026 8:45:47,7,5084
47,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,71.993357573644317,-112.063443510233768,33.482175472281007,0.000000000000000,3/20/2026 8:45:47,7,5515
48,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,127.255636303075335,-112.061243993345428,33.486160731847036,0.000000000000000,3/20/2026 8:45:47,7,5981
49,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,89.791281454685333,-112.062185769123005,33.481655402928361,0.000000000000000,3/20/2026 8:45:48,8,7
50,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,87.293003809675866,-112.059175503826111,33.482283445390408,0.000000000000000,3/20/2026 8:45:48,8,847
51,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,346.603359404059574,-112.056733349284599,33.483939971234491,0.000000000000000,3/20/2026 8:45:48,8,2340
52,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,26.031287215122553,-112.062665128124905,33.482448751301540,0.000000000000000,3/20/2026 8:45:48,8,3901
53,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,348.438439495701402,-112.059985375478945,33.482677420337183,0.000000000000000,3/20/2026 8:45:48,8,4754
54,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,0.768993871756251,-112.062909333338283,33.481732081250676,0.000000000000000,3/20/2026 8:45:48,8,5085
55,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,79.882361271212517,-112.063399035542361,33.482180704269808,0.000000000000000,3/20/2026 8:45:48,8,5516
56,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,129.165399303480967,-112.061206477004205,33.486140220664488,0.000000000000000,3/20/2026 8:45:48,8,5982
57,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,54.629276300819861,-112.062143405472511,33.481667634451497,0.000000000000000,3/20/2026 8:45:49,9,8
58,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,95.241358943295396,-112.059131912178657,33.482292114911445,0.000000000000000,3/20/2026 8:45:49,9,848
59,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,346.603359404059574,-112.056747298324353,33.483975573201356,0.000000000000000,3/20/2026 8:45:49,9,2341
60,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,34.399611932237335,-112.062645815244608,33.482473504079465,0.000000000000000,3/20/2026 8:45:49,9,3902
61,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,350.694293371372396,-112.059972869133560,33.482712491610435,0.000000000000000,3/20/2026 8:45:49,9,4755
62,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,10.249646750378389,-112.062914451040427,33.481769298009752,0.000000000000000,3/20/2026 8:45:49,9,5086
63,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,82.310982077592811,-112.063354631817873,33.482186342349841,0.000000000000000,3/20/2026 8:45:49,9,5517
64,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,131.350977581838379,-112.061170727649184,33.486117543503809,0.000000000000000,3/20/2026 8:45:49,9,5983
65,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,54.629276300819861,-112.062104230841271,33.481685898191508,0.000000000000000,3/20/2026 8:45:50,10,9
66,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,102.853824756212560,-112.059087090737563,33.482293882381747,0.000000000000000,3/20/2026 8:45:50,10,849
67,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,337.079184218351998,-112.056763521898375,33.484010503093636,0.000000000000000,3/20/2026 8:45:50,10,2342
68,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,39.850347395792696,-112.062626321802952,33.482506792984452,0.000000000000000,3/20/2026 8:45:50,10,3903
69,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,16.567342512610054,-112.059936504432557,33.482725108094648,0.000000000000000,3/20/2026 8:45:50,10,4756
70,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,27.135190734613559,-112.062915780547058,33.481806712554743,0.000000000000000,3/20/2026 8:45:50,10,5087
71,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,81.246255982757262,-112.063309949615643,33.482189922249553,0.000000000000000,3/20/2026 8:45:50,10,5518
72,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,133.867832571580664,-112.061135905355499,33.486093886366987,0.000000000000000,3/20/2026 8:45:50,10,5984
73,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,54.629276300819861,-112.062067614611976,33.481707577761320,0.000000000000000,3/20/2026 8:45:51,11,10
74,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,112.128192791667715,-112.059042394162276,33.482290462075674,0.000000000000000,3/20/2026 8:45:51,11,850
75,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,338.312871237167371,-112.056780894417642,33.484045048616601,0.000000000000000,3/20/2026 8:45:51,11,2343
76,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,39.850347395792696,-112.062600951582681,33.482537697034800,0.000000000000000,3/20/2026 8:45:51,11,3904
77,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,67.438836094176509,-112.059899382451746,33.482704115085092,0.000000000000000,3/20/2026 8:45:51,11,4757
78,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,33.689749634560634,-112.062907813388804,33.481843455756071,0.000000000000000,3/20/2026 8:45:51,11,5088
79,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,86.417718974791640,-112.063265508161905,33.482185683012936,0.000000000000000,3/20/2026 8:45:51,11,5519
80,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,133.867832571580664,-112.061102189786254,33.486069139118904,0.000000000000000,3/20/2026 8:45:51,11,5985
81,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,54.629276300819861,-112.062032412330964,33.481730843488933,0.000000000000000,3/20/2026 8:45:52,12,11
82,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,126.951426971660993,-112.058998639919722,33.482282134959732,0.000000000000000,3/20/2026 8:45:52,12,851
83,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,341.013844027409334,-112.056798387311190,33.484079552168922,0.000000000000000,3/20/2026 8:45:52,12,2344
84,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,39.850347395792696,-112.062572186628984,33.482566440256726,0.000000000000000,3/20/2026 8:45:52,12,3905
85,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,175.540747731840469,-112.059875509723057,33.482672819240463,0.000000000000000,3/20/2026 8:45:52,12,4758
86,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,33.689749634560634,-112.062887373122834,33.481876721676521,0.000000000000000,3/20/2026 8:45:52,12,5089
87,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,102.228691063039420,-112.063227539069786,33.482166270783210,0.000000000000000,3/20/2026 8:45:52,12,5520
88,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,133.867832571580664,-112.061069811808466,33.486043181135372,0.000000000000000,3/20/2026 8:45:52,12,5986
89,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,53.102596501170488,-112.061997433730411,33.481754344474894,0.000000000000000,3/20/2026 8:45:53,13,12
90,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,126.951426971660993,-112.058957096431101,33.482268044644606,0.000000000000000,3/20/2026 8:45:53,13,852
91,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,341.013844027409334,-112.056814984584364,33.484114359894818,0.000000000000000,3/20/2026 8:45:53,13,2345
92,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,39.850347395792696,-112.062537823374427,33.482590220483623,0.000000000000000,3/20/2026 8:45:53,13,3906
93,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,176.990708248344419,-112.059865816901151,33.482636319145499,0.000000000000000,3/20/2026 8:45:53,13,4759
94,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,33.689749634560634,-112.062862463738313,33.481907885941013,0.000000000000000,3/20/2026 8:45:53,13,5090
95,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,130.436668047281813,-112.063195956999337,33.482139644800256,0.000000000000000,3/20/2026 8:45:53,13,5521
96,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,133.867832571580664,-112.061039067866190,33.486015877556866,0.000000000000000,3/20/2026 8:45:53,13,5987
97,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,53.102596501170488,-112.061961519085358,33.481776833217694,0.000000000000000,3/20/2026 8:45:54,14,13
98,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,126.951426971660993,-112.058921386601938,33.482245638446393,0.000000000000000,3/20/2026 8:45:54,14,853
99,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,341.013844027409334,-112.056829594784148,33.484149778228733,0.000000000000000,3/20/2026 8:45:54,14,2346
100,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,59.737276211155219,-112.062509589325032,33.482614808387709,0.000000000000000,3/20/2026 8:45:54,14,3907
101,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,173.351229101295928,-112.059862325149652,33.482598978384615,0.000000000000000,3/20/2026 8:45:54,14,4760
102,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,33.689749634560634,-112.062834400368843,33.481937122377509,0.000000000000000,3/20/2026 8:45:54,14,5091
103,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,136.200666475028441,-112.063162138123843,33.482115116701067,0.000000000000000,3/20/2026 8:45:54,14,5522
104,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,149.161668621791705,-112.061010345133298,33.485987086031493,0.000000000000000,3/20/2026 8:45:54,14,5988
105,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,53.102596501170488,-112.061923555383132,33.481796819460101,0.000000000000000,3/20/2026 8:45:55,15,14
106,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,126.951426971660993,-112.058893550506198,33.482216700314048,0.000000000000000,3/20/2026 8:45:55,15,854
107,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,341.013844027409334,-112.056840988116917,33.484186001969611,0.000000000000000,3/20/2026 8:45:55,15,2347
108,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,59.737276211155219,-112.062490184816582,33.482647091754956,0.000000000000000,3/20/2026 8:45:55,15,3908
109,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,163.089883854774143,-112.059859967072015,33.482561568677248,0.000000000000000,3/20/2026 8:45:55,15,4761
110,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,44.260887001542294,-112.062804096601027,33.481964768899076,0.000000000000000,3/20/2026 8:45:55,15,5092
111,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,125.293020416648403,-112.063121871141234,33.482098577818746,0.000000000000000,3/20/2026 8:45:55,15,5523
112,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,154.943558022412361,-112.060984147564653,33.485956668702457,0.000000000000000,3/20/2026 8:45:55,15,5989
113,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,67.947915494508649,-112.061883096161040,33.481813059449408,0.000000000000000,3/20/2026 8:45:56,16,15
114,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,91.703813753030516,-112.058849676787744,33.482212827460160,0.000000000000000,3/20/2026 8:45:56,16,855
115,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,358.736976131719643,-112.056847886279968,33.484222999648715,0.000000000000000,3/20/2026 8:45:56,16,2348
116,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,59.737276211155219,-112.062451503360464,33.482665917220245,0.000000000000000,3/20/2026 8:45:56,16,3909
117,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,148.528612004328409,-112.059854768521475,33.482524378482125,0.000000000000000,3/20/2026 8:45:56,16,4762
118,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,43.416598994117152,-112.062772740007745,33.481991591238774,0.000000000000000,3/20/2026 8:45:56,16,5093
119,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,114.714254047924868,-112.063080431857173,33.482084149563171,0.000000000000000,3/20/2026 8:45:56,16,5524
120,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,161.749621786850440,-112.060961131828776,33.485924516182720,0.000000000000000,3/20/2026 8:45:56,16,5990
121,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,65.774867505042693,-112.061841596689874,33.481827385852149,0.000000000000000,3/20/2026 8:45:57,17,16
122,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,120.626173473521774,-112.058805389844238,33.482219049950167,0.000000000000000,3/20/2026 8:45:57,17,856
123,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,0.794132177927466,-112.056851192080202,33.484260353944876,0.000000000000000,3/20/2026 8:45:57,17,2349
124,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,59.737276211155219,-112.062410623726819,33.482681433278557,0.000000000000000,3/20/2026 8:45:57,17,3910
125,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,128.025838142459861,-112.059841739356600,33.482488634311700,0.000000000000000,3/20/2026 8:45:57,17,4763
126,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,43.416598994117152,-112.062741393295909,33.482018419564191,0.000000000000000,3/20/2026 8:45:57,17,5094
127,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,110.783289846572899,-112.063037289367330,33.482073907350902,0.000000000000000,3/20/2026 8:45:57,17,5525
128,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,165.735487802569821,-112.060942118985778,33.485890597752658,0.000000000000000,3/20/2026 8:45:57,17,5991
129,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,62.080268210309271,-112.061799966962980,33.481841450764492,0.000000000000000,3/20/2026 8:45:58,18,17
130,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,99.026127785707985,-112.058760888203381,33.482217942564276,0.000000000000000,3/20/2026 8:45:58,18,857
131,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,1.993258784074399,-112.056852182023661,33.484297802627601,0.000000000000000,3/20/2026 8:45:58,18,2350
132,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,24.062930024731941,-112.062373075046253,33.482701804422696,0.000000000000000,3/20/2026 8:45:58,18,3911
133,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,264.058170772934886,-112.059818317582199,33.482456719513529,0.000000000000000,3/20/2026 8:45:58,18,4764
134,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,43.416598994117152,-112.062710522691148,33.482045631496106,0.000000000000000,3/20/2026 8:45:58,18,5095
135,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,100.640893949658505,-112.062993473141049,33.482077304438867,0.000000000000000,3/20/2026 8:45:58,18,5526
136,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,168.192410106401439,-112.060928062148207,33.485855045271940,0.000000000000000,3/20/2026 8:45:58,18,5992
137,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,62.080268210309271,-112.061759013667483,33.481856820866966,0.000000000000000,3/20/2026 8:45:59,19,18
138,,2,18.000000000000000,5.000000000000000,GOLF_2,Golf Cart,1493.561445671860156,100.425671917420601,-112.058722348681044,33.482198911708153,0.000000000000000,3/20/2026 8:45:59,19,858
139,,2,18.000000000000000,5.000000000000000,GOLF_3,Golf Cart,1561.834212957391628,2.363522878553610,-112.056851559491179,33.484335259535733,0.000000000000000,3/20/2026 8:45:59,19,2351
140,,2,18.000000000000000,5.000000000000000,GOLF_4,Golf Cart,853.644585098075140,51.667911713706879,-112.062335362872318,33.482722118619648,0.000000000000000,3/20/2026 8:45:59,19,3912
141,,2,18.000000000000000,5.000000000000000,MAINT_1,Maintenance Cart,331.821889795812581,264.434426712454297,-112.059784802337248,33.482434857315504,0.000000000000000,3/20/2026 8:45:59,19,4765
142,,2,18.000000000000000,5.000000000000000,MAINT_3,Beverage Cart,431.306944922104151,43.416598994117152,-112.062679322404719,33.482072580433609,0.000000000000000,3/20/2026 8:45:59,19,5096
143,,2,18.000000000000000,5.000000000000000,MAINT_4,Beverage Cart,466.725552020159284,66.439222416436422,-112.062975204103111,33.482110098243737,0.000000000000000,3/20/2026 8:45:59,19,5527
144,,2,18.000000000000000,5.000000000000000,MAINT_5,Maintenance Cart,529.788930054992306,177.105712380820108,-112.060918958621130,33.485818377195322,0.000000000000000,3/20/2026 8:45:59,19,5993
145,,2,18.000000000000000,5.000000000000000,GOLF_1,Golf Cart,840.083215782839602,62.080268210309271,-112.061719329691499,33.481874360043079,0.000000000000000,3/20/2026 8:46:00,20,19
